qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0021584033966064453,0.002141237258911133,0.0015838146209716797,0.0018117427825927734,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015377521514892578,0.0012371540069580078,0.0
0.0,0.0,0.0,0.0,0.0,0.014570474624633789,0.0
0.0,0.0,0.0,0.0,0.0,0.015631675720214844,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.01641702651977539
0.004996776580810547,0.002056598663330078,0.002019166946411133,0.001967191696166992,0.001993417739868164,0.002980470657348633,0.0009999275207519531
0.0020012855529785156,0.0030546188354492188,0.001981019973754883,0.0019943714141845703,0.001993417739868164,0.0029926300048828125,0.002007722854614258
0.0016293525695800781,0.0029938220977783203,0.0019893646240234375,0.0019927024841308594,0.0019965171813964844,0.0019905567169189453,0.0019385814666748047
0.0020520687103271484,0.001989603042602539,0.00017547607421875,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.016353607177734375,0.0020270347595214844,0.0025548934936523438,0.0010211467742919922
0.002118825912475586,0.0020241737365722656,0.0,0.0,0.0,0.0,0.0
0.0,0.015707015991210938,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01555013656616211,0.0,0.0,0.0,0.0
0.0,0.0,0.015621423721313477,0.001504659652709961,0.0,0.0,0.0
0.0,0.0,0.0,0.01450347900390625,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01596522331237793,0.004597187042236328,0.0010020732879638672
0.0033881664276123047,0.0021522045135498047,0.0021505355834960938,0.002161264419555664,0.0023202896118164062,0.0021381378173828125,0.0010671615600585938
0.00201416015625,0.002141714096069336,0.0021398067474365234,0.002147674560546875,0.002228975296020508,0.0021011829376220703,0.0010042190551757812
0.002978801727294922,0.0019893646240234375,0.001995563507080078,0.001996278762817383,0.003989696502685547,0.0019812583923339844,0.000997304916381836
0.002260923385620117,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015613317489624023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.015697240829467773,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015624046325683594,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015614986419677734,0.0,0.0
0.0,0.0,0.01556086540222168,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.017333507537841797,0.0021462440490722656,0.0020928382873535156,0.0024259090423583984
0.0021431446075439453,0.002148866653442383,0.002134561538696289,0.002212047576904297,0.002190828323364258,0.0026311874389648438,0.0007658004760742188
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01506805419921875,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015857458114624023,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.015552282333374023,0.0,0.0,0.0,0.0
0.0,0.0,0.01632213592529297,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015817642211914062,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01559901237487793,0.0,0.003504037857055664
0.0,0.0,0.0,0.0,0.0,0.012004852294921875,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.016248226165771484
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.016230106353759766,0.0,0.0,0.0,0.0,0.0
0.0,0.01500558853149414,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.015628337860107422,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01562356948852539,0.0,0.0,0.0
0.0,0.009505033493041992,0.0,0.0,0.00650334358215332,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015628337860107422,0.0
0.0,0.0,0.0,0.0,0.0,0.015623092651367188,0.0
0.0,0.0,0.0,0.0,0.0,0.016140460968017578,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015879154205322266
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015762805938720703,0.0,0.0,0.0,0.0,0.0
0.0,0.014574527740478516,0.0015592575073242188,0.0,0.0,0.0,0.0
0.0,0.0,0.015703201293945312,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01614522933959961,0.0020568370819091797,0.0029311180114746094,0.0020651817321777344
0.0019884109497070312,0.0019953250885009766,0.002001047134399414,0.0029752254486083984,0.0022132396697998047,0.0020580291748046875,0.001987457275390625
0.00200653076171875,0.0019922256469726562,0.0019936561584472656,0.0029838085174560547,0.0009961128234863281,0.0019724369049072266,0.002008199691772461
0.002010822296142578,0.0020072460174560547,0.00197601318359375,0.001987934112548828,0.0020487308502197266,0.003062009811401367,0.0009984970092773438
0.0012214183807373047,0.0,0.0,0.0,0.0,0.0,0.0
0.01407480239868164,0.001519918441772461,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.015702009201049805,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015624523162841797,0.0,0.0,0.0
0.0,0.0,0.0,0.015618324279785156,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015637874603271484,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015613317489624023
0.0,0.00501704216003418,0.0,0.0,0.0,0.0,0.0
0.012864351272583008,0.0019683837890625,0.0019922256469726562,0.002004861831665039,0.001981973648071289,0.002995729446411133,0.0009958744049072266
0.0029268264770507812,0.0020666122436523438,0.0019965171813964844,0.001917123794555664,0.0012216567993164062,0.0,0.0
0.0,0.0,0.0,0.0,0.01459503173828125,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01643204689025879,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015084028244018555
0.0,0.0,0.0,0.0,0.0,0.0,0.015714645385742188
0.0,0.0025811195373535156,0.0,0.0,0.0,0.0,0.0
0.01357889175415039,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01570582389831543,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01562666893005371,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.016428709030151367,0.002166748046875,0.002156972885131836,0.0021631717681884766
0.0020956993103027344,0.0,0.0,0.00652623176574707,0.0006949901580810547,0.0,0.0
0.0,0.007505655288696289,0.0,0.0,0.008282661437988281,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01586461067199707,0.0
0.0,0.0,0.0,0.0,0.0,0.015006542205810547,0.0009503364562988281
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016230344772338867,0.0,0.0,0.0,0.0,0.0,0.0
0.014577627182006836,0.0,0.0,0.0,0.0,0.0,0.0
0.015688657760620117,0.0,0.0,0.0,0.0,0.0,0.0
0.01350712776184082,0.0031020641326904297,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.017702817916870117,0.0030040740966796875,0.0019795894622802734,0.0029921531677246094,0.00099945068359375
0.001990079879760742,0.003983736038208008,0.002991914749145508,0.0019922256469726562,0.0019941329956054688,0.002989053726196289,0.0009975433349609375
0.0019931793212890625,0.0029914379119873047,0.0019919872283935547,0.001992464065551758,0.0019936561584472656,0.0019931793212890625,0.0009970664978027344
0.001992464065551758,0.0029904842376708984,0.002108335494995117,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015626907348632812,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015505075454711914,0.0,0.0
0.0,0.0,0.0,0.0,0.015773773193359375,0.004002571105957031,0.0019881725311279297
0.001992940902709961,0.0019931793212890625,0.0019936561584472656,0.0019931793212890625,0.001997709274291992,0.0010671615600585938,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015699148178100586
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016073942184448242,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015829086303710938,0.0,0.0,0.0,0.0,0.0
0.0,0.01575493812561035,0.0,0.0040056705474853516,0.0,0.0,0.0
0.0,0.0,0.012006282806396484,0.0010573863983154297,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.016093730926513672,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.017488956451416016,0.0009970664978027344
0.0019927024841308594,0.001993417739868164,0.001993417739868164,0.0019927024841308594,0.0019931793212890625,0.003994941711425781,0.000990152359008789
0.0019922256469726562,0.001993417739868164,0.0015745162963867188,0.0,0.0,0.0,0.0
0.0,0.0,0.014506101608276367,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01562952995300293,0.0020062923431396484,0.0,0.0
0.0,0.0,0.0,0.0,0.014006376266479492,0.0,0.0
0.0,0.0,0.015642642974853516,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.016654014587402344,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015007734298706055,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.016327619552612305,0.0
0.0,0.0,0.0,0.0,0.0,0.015006780624389648,0.0
0.0,0.0,0.007519245147705078,0.0,0.0,0.0,0.0
0.008503437042236328,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015628576278686523,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.015775203704833984,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015908241271972656,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01577472686767578,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01599717140197754,0.0
0.0,0.0,0.0,0.0,0.012507438659667969,0.0,0.004107952117919922
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015506982803344727,0.002918720245361328,0.0029888153076171875,0.001992940902709961,0.0019931793212890625,0.0019931793212890625,0.0019948482513427734
0.0019931793212890625,0.004000186920166016,0.0019931793212890625,0.0019936561584472656,0.0019931793212890625,0.0029900074005126953,0.001009225845336914
0.0019788742065429688,0.001993417739868164,0.0019931793212890625,0.0019931793212890625,0.0019931793212890625,0.0019936561584472656,0.0009968280792236328
0.001993417739868164,0.0011472702026367188,0.0,0.0,0.0,0.0,0.0
0.0,0.015624284744262695,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.016654014587402344,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015596628189086914,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015506267547607422,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015624761581420898,0.0
0.0,0.0,0.0,0.0,0.0,0.015624284744262695,0.0
0.0,0.0,0.0,0.0,0.0,0.015623092651367188,0.0
0.0,0.00626826286315918,0.0,0.0,0.0,0.0,0.009506702423095703
0.0,0.0,0.0,0.0,0.0,0.0,0.01611781120300293
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016134977340698242,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01612377166748047,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01713109016418457,0.002031087875366211,0.002000093460083008,0.002990245819091797,0.000995635986328125
0.0010592937469482422,0.003060579299926758,0.0019371509552001953,0.002530336380004883,0.0020067691802978516,0.0025513172149658203,0.0010747909545898438
0.003129243850708008,0.0005767345428466797,0.0,0.005102634429931641,0.0,0.005090475082397461,0.0
0.0,0.00513148307800293,0.0,0.005091667175292969,0.0,0.0,0.005086183547973633
0.0,0.0,0.005784749984741211,0.0,0.0047762393951416016,0.0,0.0
0.005310773849487305,0.0,0.005187273025512695,0.0,0.0,0.004578351974487305,0.0
0.0,0.005095243453979492,0.0,0.005082607269287109,0.0,0.005329132080078125,0.0
0.0,0.0052967071533203125,0.0,0.0059015750885009766,0.0,0.0,0.004575252532958984
0.0,0.0,0.0050923824310302734,0.0,0.005084037780761719,0.005540370941162109,0.0004756450653076172
0.0,0.0,0.0,0.0,0.010766983032226562,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015078544616699219,0.0
0.0,0.0,0.0,0.0,0.0,0.01618027687072754,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019103288650512695,0.0,0.0,0.0,0.0,0.0,0.0
0.013497114181518555,0.0023453235626220703,0.0,0.0,0.0,0.0,0.010077953338623047
0.0025713443756103516,0.004902362823486328,0.002991914749145508,0.0026748180389404297,0.0029938220977783203,0.0033426284790039062,0.001996755599975586
0.0020024776458740234,0.0023527145385742188,0.0031011104583740234,0.001998424530029297,0.0019855499267578125,0.0029981136322021484,0.0009963512420654297
0.0019936561584472656,0.004263401031494141,0.0029942989349365234,0.004210948944091797,0.0019919872283935547,0.0019931793212890625,0.002991914749145508
0.001990795135498047,0.0029942989349365234,0.0034236907958984375,0.0020678043365478516,0.004604339599609375,0.002151966094970703,0.003183126449584961
0.0019922256469726562,0.00436711311340332,0.003653287887573242,0.0023658275604248047,0.004059791564941406,0.0022346973419189453,0.0023708343505859375
0.0021178722381591797,0.003138303756713867,0.0033392906188964844,0.0020322799682617188,0.004008293151855469,0.0020036697387695312,0.002002239227294922
0.0047321319580078125,0.0031838417053222656,0.002209186553955078,0.002026796340942383,0.002037525177001953,0.002072572708129883,0.0010221004486083984
0.0021119117736816406,0.0030517578125,0.0024917125701904297,0.0020346641540527344,0.0020360946655273438,0.003051280975341797,0.0011823177337646484
0.002009153366088867,0.002265453338623047,0.003009796142578125,0.002007722854614258,0.002004384994506836,0.0031235218048095703,0.0010042190551757812
0.002007722854614258,0.0030221939086914062,0.00200653076171875,0.002005338668823242,0.002003908157348633,0.0031354427337646484,0.0010020732879638672
0.002005338668823242,0.0019676685333251953,0.0,0.0,0.0,0.0,0.0
0.014751672744750977,0.002023458480834961,0.0,0.0,0.0,0.0,0.0
0.0,0.014650344848632812,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.01563239097595215,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015740633010864258,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015641450881958008,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015733957290649414,0.0
0.0,0.0,0.0,0.0,0.0,0.015610456466674805,0.0019979476928710938
0.0019936561584472656,0.0019936561584472656,0.0025017261505126953,0.0019927024841308594,0.001993417739868164,0.001993417739868164,0.0019943714141845703
0.001992940902709961,0.001993417739868164,0.001993417739868164,0.0011641979217529297,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.016228675842285156,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.016426563262939453,0.0
0.0,0.0,0.0,0.0,0.0,0.015006780624389648,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015630006790161133,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.016245126724243164,0.0,0.0040073394775390625,0.0,0.0,0.0
0.0,0.0,0.011005878448486328,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0008270740509033203,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015004873275756836,0.0,0.0
0.0,0.0,0.0,0.0,0.01563096046447754,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015622377395629883,0.0009877681732177734
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01500558853149414,0.0,0.0,0.0,0.0,0.010505199432373047,0.0
0.0,0.005507469177246094,0.0,0.0,0.0,0.0,0.016839027404785156
0.002988576889038086,0.002002716064453125,0.0019931793212890625,0.0029802322387695312,0.0020029544830322266,0.0029811859130859375,0.0030002593994140625
0.0019631385803222656,0.0029883384704589844,0.0019805431365966797,0.0019948482513427734,0.0019915103912353516,0.002989530563354492,0.000997304916381836
0.003988981246948242,0.001991748809814453,0.00016546249389648438,0.0,0.0,0.0,0.0
0.016438007354736328,0.0,0.0,0.0,0.0,0.0,0.016133546829223633
0.0,0.0,0.0,0.0,0.014507770538330078,0.0,0.0
0.0,0.0,0.0,0.01563882827758789,0.0,0.0,0.0
0.0,0.015615224838256836,0.0,0.0,0.0,0.0,0.015005826950073242
0.0,0.0,0.0,0.0,0.0,0.01563119888305664,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00519561767578125,0.00201416015625,0.0,0.0053157806396484375,0.0,0.0035140514373779297
0.0,0.0,0.0,0.0,0.011740684509277344,0.0,0.004013538360595703
0.0,0.0,0.0,0.0,0.0,0.01562952995300293,0.0
0.0,0.0,0.0,0.01566004753112793,0.001092672348022461,0.0,0.0
0.0,0.0,0.0,0.0,0.015004873275756836,0.0,0.0
0.0,0.0,0.0,0.0,0.016289710998535156,0.0,0.0
0.0,0.0,0.015552043914794922,0.0012826919555664062,0.0,0.0,0.0
0.0,0.0,0.016156673431396484,0.0019693374633789062,0.001993417739868164,0.0019991397857666016,0.001001596450805664
0.002007722854614258,0.0030090808868408203,0.002004384994506836,0.0022363662719726562,0.0020051002502441406,0.0030853748321533203,0.001001119613647461
0.0020051002502441406,0.0022132396697998047,0.0018723011016845703,0.0,0.0,0.0,0.0
0.0,0.0,0.015008687973022461,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015753507614135742,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.016607046127319336,0.003516674041748047
0.0,0.0,0.0,0.0,0.012306451797485352,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.015004634857177734,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01630711555480957,0.0,0.0,0.0,0.0,0.0,0.0
0.015004873275756836,0.0007097721099853516,0.0,0.0,0.0,0.0,0.0
0.0,0.015006065368652344,0.0006220340728759766,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01622462272644043,0.0,0.0,0.0
0.0,0.009006023406982422,0.0,0.0,0.006608724594116211,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.017275094985961914,0.002026081085205078
0.0029561519622802734,0.001992940902709961,0.0019931793212890625,0.0009965896606445312,0.0009963512420654297,0.0030689239501953125,0.0019931793212890625
0.000997304916381836,0.0029897689819335938,0.001993417739868164,0.0019931793212890625,0.0019931793212890625,0.001993417739868164,0.0009963512420654297
0.0019931793212890625,0.0029900074005126953,0.0019936561584472656,0.001992940902709961,0.0021102428436279297,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01563882827758789,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0015554428100585938,0.0,0.0,0.0,0.0,0.0,0.0
0.014508724212646484,0.0,0.0,0.0,0.0,0.0,0.0
0.015846729278564453,0.0,0.0,0.0,0.0,0.0,0.015621423721313477
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01569366455078125,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01555180549621582,0.0,0.0,0.0,0.0,0.0
0.0,0.015624284744262695,0.0,0.0,0.0,0.007504463195800781,0.0
0.0,0.0,0.0,0.00850224494934082,0.0,0.0,0.0
0.0,0.0,0.0,0.015757083892822266,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01576709747314453,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015747785568237305
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015662193298339844,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.016304492950439453,0.0,0.0,0.0,0.0,0.0
0.012505769729614258,0.0,0.0034782886505126953,0.0,0.0,0.0,0.0
0.015012502670288086,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015655040740966797,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.018033742904663086,0.00199127197265625,0.0009968280792236328,0.002989530563354492,0.0009965896606445312
0.0019843578338623047,0.0020029544830322266,0.002980470657348633,0.0020542144775390625,0.0019936561584472656,0.0019910335540771484,0.0009975433349609375
0.001992464065551758,0.0019974708557128906,0.0029273033142089844,0.0005774497985839844,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0162198543548584,0.0,0.0
0.0,0.0,0.012506484985351562,0.0006229877471923828,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01654839515686035,0.0,0.0
0.0,0.0,0.0,0.0,0.015018463134765625,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.016632795333862305,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015007495880126953
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01562976837158203,0.0,0.0,0.0,0.008006572723388672,0.0,0.0
0.0,0.008005142211914062,0.0005993843078613281,0.0,0.0,0.0,0.0
0.0,0.0,0.016264677047729492,0.004008293151855469,0.0019762516021728516,0.0019919872283935547,0.0009965896606445312
0.001993894577026367,0.0019931793212890625,0.0029897689819335938,0.0019927024841308594,0.000997304916381836,0.0029900074005126953,0.0009970664978027344
0.0009970664978027344,0.001992940902709961,0.002996206283569336,0.0019867420196533203,0.001993417739868164,0.0019931793212890625,0.001993417739868164
0.0011210441589355469,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015625,0.0008387565612792969,0.0,0.0,0.0,0.0
0.0,0.0,0.01556396484375,0.0,0.0030040740966796875,0.0,0.0
0.0,0.0,0.0,0.0,0.013816595077514648,0.002175569534301758,0.001085042953491211
0.0011816024780273438,0.0020923614501953125,0.0,0.0,0.0060040950775146484,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01622486114501953,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015505790710449219
0.0007193088531494141,0.0,0.0,0.0,0.0,0.0,0.0
0.015005111694335938,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.015630245208740234,0.0,0.0,0.0,0.008506059646606445,0.0
0.0,0.0,0.007502555847167969,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01562809944152832,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.015622615814208984,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.01576066017150879,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.01580071449279785
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016047954559326172,0.0,0.0,0.0,0.0,0.0,0.0
0.013811826705932617,0.0020051002502441406,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.015629053115844727,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.015624284744262695,0.0008611679077148438,0.0,0.0
0.0,0.0,0.0,0.0,0.015004873275756836,0.0006110668182373047,0.0
0.0,0.0,0.0,0.0,0.0,0.015505075454711914,0.0
0.0,0.0,0.0,0.0,0.0,0.016000747680664062,0.0009865760803222656
0.00200653076171875,0.002992391586303711,0.0019903182983398438,0.001993417739868164,0.0019834041595458984,0.0030126571655273438,0.0009829998016357422
0.0025098323822021484,0.003014802932739258,0.0019745826721191406,0.0019948482513427734,0.002451181411743164,0.0030057430267333984,0.00037598609924316406
0.0,0.0,0.0,0.0,0.0,0.0,0.0156402587890625
0.0,0.0,0.0,0.0,0.0,0.015075445175170898,0.0
